metric,variant,game_length,seeds,decision_maker,style,focus,strategy,n,mean,sd,se,cv,sd_ucl,n_pairs,rho,mean_diff,p_holm,delta,n_unpaired,n_paired,n_paired_ucl
Win Rate,Taiwanese 1-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.3125277919248494,0.1988374294077818,0.005739942169677801,0.6362231921300437,0.20236129925384408,1200,0.1656312402218819,0.0735697892793481,6.356810889902041e-25,0.023895800264550168,993,830,859
Deal-in Rate,Taiwanese 1-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.1546420932009164,0.1635827965561767,0.0047222285813250196,1.0578154574229943,0.16648187086947744,1200,0.019348169870853194,-0.04133475865093517,3.1421713010704475e-09,0.03919537037037018,294,288,298
Ending Points (% vs start),Taiwanese 1-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.4412500000000002,1.8053918237318085,0.05211717277121545,4.0915395438681195,1.837387639745546,1200,0.1630817646327655,0.505833333333332,2.0711201128982683e-15,10,1,1,1
Ending Placement,Taiwanese 1-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.2408333333333332,1.0924332844418254,0.03153583254220974,0.48751206445897755,1.1117937877502064,1200,0.09838667880723628,-0.2916666666666667,2.1760138247294084e-11,0.25325000000000003,301,271,281
Win Rate,Taiwanese 1-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.2432877585377578,0.18288336275736658,0.005279387935913479,0.751716255090506,0.186124488783219,1200,0.12677865631238155,0.004329755892255886,0.5325751853134382,0.023895800264550168,910,794,823
Deal-in Rate,Taiwanese 1-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.16594826238576188,0.1620264357177442,0.00467730031387376,0.9763671724449814,0.16489792763348288,1200,0.004824984066974157,-0.03002858946608948,1.2258092672353673e-05,0.03919537037037018,291,290,300
Ending Points (% vs start),Taiwanese 1-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.19991666666666685,1.7790810176731948,0.051357645223188614,8.89911305213769,1.8106105439326758,1200,0.13154058605677316,0.2645000000000003,3.263102338473276e-05,10,1,1,1
Ending Placement,Taiwanese 1-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.4066666666666667,1.1100972113908922,0.03204574619115922,0.461259229109789,1.129770761290774,1200,0.09985585472703029,-0.12583333333333332,0.0036059583000702788,0.25325000000000003,305,275,285
Win Rate,Taiwanese 1-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.24678226678149362,0.13062696256693088,0.003770875600072035,0.5293207014853738,0.13294198150397563,,,,,,,,
Deal-in Rate,Taiwanese 1-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.19463415084013103,0.121049308115019,0.0034943925312712083,0.6219325210530331,0.12319458834733589,,,,,,,,
Ending Points (% vs start),Taiwanese 1-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,-0.06716666666666668,2.202202697184904,0.0635721160014912,32.787136930792606,2.241230941025312,,,,,,,,
Ending Placement,Taiwanese 1-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,2.5225,1.1330917868813255,0.032709542408624365,0.449193969031249,1.1531728550811322,,,,,,,,
Win Rate,Taiwanese 1-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.3145461040227326,0.14127094388418715,0.004078140874010398,0.4491263508829769,0.1437745993617346,1200,0.11312022429212532,0.06776383724124001,4.558220792068206e-38,0.024678226678149364,478,424,439
Deal-in Rate,Taiwanese 1-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.15979466380802806,0.11835848908725767,0.0034167152767702797,0.7406911236375802,0.12045608163792738,1200,0.051564238616369405,-0.0348394870321021,4.963389466749775e-13,0.03892683016802621,149,141,146
Ending Points (% vs start),Taiwanese 1-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.8935833333333341,2.5731176819622092,0.07427950931687335,2.879549769984751,2.6187194171930583,1200,0.11500350046242583,0.9607500000000001,3.3414793742910336e-25,10,1,1,1
Ending Placement,Taiwanese 1-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.1133333333333333,1.0780959131205023,0.031121948282617867,0.5101400219813103,1.0972023242762061,1200,0.10015181729703039,-0.4091666666666667,2.5243282625504594e-21,0.25225000000000003,302,272,282
Win Rate,Taiwanese 1-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.24509376603000915,0.13053927983295407,0.003768344417568796,0.5326095475515722,0.13285274482443032,1200,0.05309548070860252,-0.0016885007514844974,0.7448107793093407,0.024678226678149364,440,417,432
Deal-in Rate,Taiwanese 1-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.164154576675475,0.11053643334593546,0.003190911977376848,0.6733679656368047,0.1124954005560787,1200,0.029859625532297724,-0.03047957416465548,6.193423436995555e-11,0.03892683016802621,140,136,140
Ending Points (% vs start),Taiwanese 1-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.43808333333333316,2.5859777120065663,0.07465074640726817,5.90293561804809,2.6318073574061787,1200,0.0779466949899519,0.5052499999999992,8.167824406288806e-08,10,1,1,1
Ending Placement,Taiwanese 1-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.3554166666666667,1.100710511176032,0.03177477549636663,0.46731031785290583,1.1202177065322059,1200,0.07600223807391301,-0.16708333333333333,0.00013807944372527055,0.25225000000000003,308,285,295
Win Rate,Taiwanese 3-tai min,East only,500000..501199,Simple Bot (control),,,,1200,0.24650398328523243,0.17761689605579548,0.0051273581375219646,0.7205437157186748,0.1807646878273265,,,,,,,,
Deal-in Rate,Taiwanese 3-tai min,East only,500000..501199,Simple Bot (control),,,,1200,0.17873683261183185,0.17441239288493085,0.0050348520991060795,0.9758055479460548,0.17750339327604092,,,,,,,,
Ending Points (% vs start),Taiwanese 3-tai min,East only,500000..501199,Simple Bot (control),,,,1200,-0.061500000000000034,1.6428075858024191,0.04742377009448929,26.712318468332004,1.6719220243250537,,,,,,,,
Ending Placement,Taiwanese 3-tai min,East only,500000..501199,Simple Bot (control),,,,1200,2.5366666666666666,1.1128511072367016,0.032125244316554134,0.4387060869527076,1.1325734626887327,,,,,,,,
Win Rate,Taiwanese 3-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.3072089646464634,0.1941726191799291,0.005605280697639337,0.6320538835947813,0.1976138175483501,1200,0.1476917151465507,0.06070498136123136,1.0052392339023e-17,0.024650398328523244,895,763,791
Deal-in Rate,Taiwanese 3-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.14260702260702232,0.15479917927852935,0.004468667391339602,1.085494784538799,0.15754258710511157,1200,-0.0009741207318231743,-0.03612981000481,1.6248463859780565e-07,0.03574736652236637,335,335,347
Ending Points (% vs start),Taiwanese 3-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.5171666666666669,1.8878405451269988,0.05449726234580812,3.6503523270261,1.9212975476187362,1200,0.10894008954058668,0.5786666666666662,4.479321196234028e-17,10,1,1,1
Ending Placement,Taiwanese 3-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.203333333333333,1.088796025989593,0.031430833934884314,0.4941585594506474,1.108092068469747,1200,0.11963419428053751,-0.3333333333333333,5.3820315125030345e-15,0.25366666666666665,296,261,270
Win Rate,Taiwanese 3-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.27660407647907553,0.18793129892115396,0.005425109301064213,0.6794234608301969,0.19126188632299276,1200,0.10874089918008985,0.030100093193843235,1.947504225665878e-05,0.024650398328523244,864,770,798
Deal-in Rate,Taiwanese 3-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.14356622775372746,0.15457631254136242,0.004462233782804766,1.0766899357871378,0.15731577064189392,1200,0.0232768310560218,-0.03517060485810484,1.6248463859780565e-07,0.03574736652236637,334,326,338
Ending Points (% vs start),Taiwanese 3-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.35733333333333295,1.9409797502501904,0.05603125906492799,5.431846315998673,1.9753785052235158,1200,0.1035366496052513,0.41883333333333317,1.7293926823888741e-09,10,1,1,1
Ending Placement,Taiwanese 3-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.299166666666667,1.1071076634053554,0.031959445374448975,0.48152562380805597,1.1267282314394436,1200,0.04338319979799115,-0.2375,8.385557235923041e-08,0.25366666666666665,301,288,298
Win Rate,Taiwanese 3-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.249308602506455,0.12562216345032173,0.0036263994942113205,0.5038821853211791,0.12784848550195035,,,,,,,,
Deal-in Rate,Taiwanese 3-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.17530351061620453,0.11837744845944022,0.0034172625867019426,0.6752714081043495,0.12047537701505696,,,,,,,,
Ending Points (% vs start),Taiwanese 3-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,-0.05258333333333342,2.3120513209733424,0.06674317262720945,43.96928027207617,2.353026342410667,,,,,,,,
Ending Placement,Taiwanese 3-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,2.5033333333333334,1.1149475977268852,0.032185764783997185,0.4453851921678636,1.1347071079522553,,,,,,,,
Win Rate,Taiwanese 3-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.30987149554593413,0.13946002682135958,0.004025864201325218,0.45005761687004403,0.14193158856257967,1200,0.10808055749409197,0.060562893039479725,5.374530545285805e-32,0.024930860250645503,445,398,412
Deal-in Rate,Taiwanese 3-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.14386916524880947,0.10866493366228322,0.003136886435069602,0.755303844811753,0.11059073346867467,1200,-0.023872369754780177,-0.03143434536739493,2.122624067450454e-11,0.03506070212324091,165,169,175
Ending Points (% vs start),Taiwanese 3-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.9844166666666668,2.612071577246582,0.07540401141329421,2.6534207167492574,2.658363667695702,1200,0.08882502188580778,1.037,8.163525268402345e-27,10,1,1,1
Ending Placement,Taiwanese 3-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.089583333333333,1.0763667114279003,0.03107203052948252,0.5151106894171408,1.0954424770370366,1200,0.06212453304202443,-0.41375,2.6012154933977024e-21,0.25033333333333335,301,283,293
Win Rate,Taiwanese 3-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.2762196963396657,0.13210511238527373,0.003813546109848177,0.4782610151841774,0.13444632763549924,1200,0.10170199837827115,0.026911093833210716,6.849284362395004e-08,0.024930860250645503,420,378,391
Deal-in Rate,Taiwanese 3-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.14408272913303904,0.10672948686381857,0.0030810148985648137,0.7407514245879512,0.1086209859722374,1200,0.019494627303904742,-0.03122078148316542,1.4541645315493819e-11,0.03506070212324091,163,160,165
Ending Points (% vs start),Taiwanese 3-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.6768333333333328,2.635628088028398,0.0760840293053467,3.894057751334745,2.6823376556007625,1200,0.07646058395809757,0.7294166666666663,6.542695346964938e-14,10,1,1,1
Ending Placement,Taiwanese 3-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.205416666666667,1.0885003539607592,0.03142229861861236,0.4935576893077313,1.1077911564327827,1200,0.05716207694697816,-0.29791666666666666,9.044868737891715e-12,0.25033333333333335,305,287,297
Win Rate,Taiwanese 5-tai min,East only,500000..501199,Simple Bot (control),,,,1200,0.22830340261590198,0.1666862676175901,0.004811818073961482,0.7301085560166763,0.16964034278321535,,,,,,,,
Deal-in Rate,Taiwanese 5-tai min,East only,500000..501199,Simple Bot (control),,,,1200,0.14714227786102754,0.15028440568953536,0.004338337103992808,1.0213543508649192,0.15294780104281494,,,,,,,,
Ending Points (% vs start),Taiwanese 5-tai min,East only,500000..501199,Simple Bot (control),,,,1200,0.0014999999999999072,2.1636039536824496,0.062457866253915036,1442.402635788389,2.2019481364347153,,,,,,,,
Ending Placement,Taiwanese 5-tai min,East only,500000..501199,Simple Bot (control),,,,1200,2.50625,1.1045070774196324,0.03188437292350357,0.44070107827217253,1.1240815569151368,,,,,,,,
Win Rate,Taiwanese 5-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.27991978854478755,0.18321757266227465,0.005289035744841704,0.6545359783771042,0.18646462167863076,1200,0.14458832331868487,0.051616385928885934,6.090427981270524e-15,0.0228303402615902,924,791,820
Deal-in Rate,Taiwanese 5-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.11516618335368362,0.13190299437839123,0.003807711465564093,1.1453274784083767,0.13424062761917355,1200,0.03835162120252549,-0.0319760945073445,3.246997871172185e-08,0.02942845557220551,363,349,362
Ending Points (% vs start),Taiwanese 5-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.5097499999999996,2.2106641085129204,0.06381637590688892,4.336761370304899,2.2498423085880415,1200,0.06945510489769739,0.5082499999999998,3.6266282258072114e-09,10,1,1,1
Ending Placement,Taiwanese 5-tai min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.2608333333333333,1.0914632604580246,0.03150783036180135,0.4827703326758679,1.1108065726456158,1200,0.08893120104661263,-0.24541666666666667,9.701939947353712e-09,0.25062500000000004,302,275,285
Win Rate,Taiwanese 5-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.2896608252858249,0.1883346072434099,0.005436751809485257,0.6501901216968825,0.19167234222324595,1200,0.1557430342478721,0.061357422669922744,7.759279167482241e-20,0.0228303402615902,953,806,835
Deal-in Rate,Taiwanese 5-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.11650012140637152,0.13636835664222696,0.003936615370816831,1.1705426139991029,0.1387851266706862,1200,0.0510983537928273,-0.030642156454656427,7.918167240441527e-08,0.02942845557220551,374,355,367
Ending Points (% vs start),Taiwanese 5-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.6141666666666665,2.3823018505872953,0.06877113073637592,3.8789175314854205,2.42452187767428,1200,0.07725221924226398,0.6126666666666668,1.3384724561857524e-11,10,1,1,1
Ending Placement,Taiwanese 5-tai min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.1954166666666666,1.0759036358259702,0.031058662688311044,0.49006808236521704,1.0949711946394596,1200,0.09249172088369602,-0.31083333333333335,4.591101567992712e-13,0.25062500000000004,298,270,280
Win Rate,Taiwanese 5-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.2296253108348951,0.12041693525024061,0.003476137499085807,0.5244061937789717,0.12255100833873,,,,,,,,
Deal-in Rate,Taiwanese 5-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.14069441023214213,0.10413889893203143,0.0030062310665759785,0.7401779413994127,0.10598448669104493,,,,,,,,
Ending Points (% vs start),Taiwanese 5-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.09108333333333314,3.0013222818042977,0.08664071136622664,32.95138827232539,3.054512815994291,,,,,,,,
Ending Placement,Taiwanese 5-tai min,Hanchan,500000..501199,Simple Bot (control),,,,1200,2.484583333333333,1.1288781885982202,0.032587906303473975,0.45435311967729813,1.148884581863949,,,,,,,,
Win Rate,Taiwanese 5-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.27525761379788094,0.12795984220478937,0.0036938824671198587,0.46487303453392964,0.13022759345663038,1200,0.11582384829272148,0.04563230296298671,1.1077564734555934e-21,0.022962531083489512,460,407,421
Deal-in Rate,Taiwanese 5-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.11932891034762197,0.09567883919193379,0.002762010178160694,0.8018077003570033,0.09737449466957146,1200,0.011153668581528026,-0.021365499884519922,1.4182457368218898e-07,0.028138882046428428,199,197,204
Ending Points (% vs start),Taiwanese 5-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.9513333333333343,3.2569368923099042,0.09401966957543731,3.42354964153108,3.31465752237197,1200,0.07095335546420838,0.8602500000000013,2.956739905329895e-12,10,2,2,2
Ending Placement,Taiwanese 5-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.20125,1.0757963960425385,0.03105556694241944,0.4887206796331805,1.0948620543132566,1200,0.03414774779930261,-0.2833333333333333,1.5110402909490646e-10,0.24845833333333334,310,299,310
Win Rate,Taiwanese 5-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.2863120213012822,0.12811087480166025,0.003698242402642849,0.4474519589481398,0.13038130270857304,1200,0.1402508856854171,0.056686710466388096,4.2007685781643195e-33,0.022962531083489512,461,396,410
Deal-in Rate,Taiwanese 5-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.11654342297637624,0.09573956095774902,0.0027637630645526486,0.8214926120468915,0.0974362925687897,1200,0.04007098237756655,-0.02415098725576584,3.1621679438741963e-09,0.028138882046428428,199,191,198
Ending Points (% vs start),Taiwanese 5-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,1.2316666666666658,3.3107171321074182,0.09557217137164618,2.6879976715351184,3.3693908753026647,1200,0.08554956573946812,1.1405833333333315,4.7448008593066457e-20,10,2,2,2
Ending Placement,Taiwanese 5-tai min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.11625,1.0667986315452838,0.030795823854689694,0.5040985854909787,1.0857048281337205,1200,0.011358256803140496,-0.36833333333333335,2.8668329392064373e-16,0.24845833333333334,307,304,315
